order_id,order_date,product_name,quantity,price,refund_status,cogs,customer_name,customer_email,shipping_address,Shipping Cost (Rs),Taxes (Rs),,Gross Revenue
199,4/22/2020,Mrs,35,711.45,refunded,257.84,Danella Spolton,dspolton5i@webs.com,27425 Mayer Place,250,228,,24900.75
200,2/20/2021,Honorable,72,972.21,pending,324.8,Jo ann Hrinchenko,jann5j@pagesperso-orange.fr,6293 Mifflin Way,250,229,,69999.12
201,12/16/2021,Mr,22,192.51,pending,29.46,Marylou Freeland,mfreeland5k@google.co.uk,4345 Prairie Rose Road,250,230,,4235.22
202,2/20/2021,Rev,84,18.64,pending,125.05,Jessa Maple,jmaple5l@webnode.com,1807 Clyde Gallagher Drive,250,231,,1565.76
203,10/17/2020,Rev,3,306.59,refunded,219.72,Annabell Nijs,anijs5m@hugedomains.com,56 Green Park,250,232,,919.77
204,1/28/2020,Mrs,26,438.05,pending,432.89,Sandro Halson,shalson5n@businessweek.com,58641 Moland Circle,250,233,,11389.3
205,9/5/2021,Mrs,30,648.9,processed,352.03,Bail Rew,brew5o@gnu.org,475 Knutson Pass,250,234,,19467
206,9/20/2020,Ms,40,685.25,pending,489.65,Vitia Seago,vseago5p@howstuffworks.com,381 Dawn Parkway,250,235,,27410
207,7/13/2021,Ms,69,191.91,pending,53.38,Leoine Gerrell,lgerrell5q@foxnews.com,9 Mcguire Center,250,236,,13241.79
208,10/10/2020,Honorable,35,945.35,refunded,44.86,Ainslie Leckenby,aleckenby5r@netlog.com,91471 Autumn Leaf Pass,250,237,,33087.25
209,10/23/2020,Mr,63,467.33,refunded,407.42,Nolly Latter,nlatter5s@pagesperso-orange.fr,04 Dryden Crossing,250,238,,29441.79
210,4/8/2021,Dr,64,155.89,processed,438.11,Vilhelmina Jenno,vjenno5t@uiuc.edu,4317 Vahlen Park,250,239,,9976.96
211,10/30/2021,Ms,97,857.74,refunded,343.63,Nilson Baynard,nbaynard5u@omniture.com,87070 Dixon Avenue,250,240,,83200.78
212,8/23/2021,Dr,6,921.32,processed,371.28,Sonnnie Springthorpe,sspringthorpe5v@ted.com,049 Truax Center,250,241,,5527.92
213,6/6/2020,Mr,58,737.57,refunded,30.92,Nollie Gowthrop,ngowthrop5w@go.com,931 Laurel Circle,250,242,,42779.06
214,4/11/2020,Ms,80,90.65,refunded,257.37,Cassie Gayle,cgayle5x@huffingtonpost.com,7592 Pennsylvania Place,250,243,,7252
215,10/8/2020,Mr,43,383.73,processed,109.73,Maia Warrack,mwarrack5y@blogs.com,001 Bobwhite Way,250,244,,16500.39
216,10/31/2021,Dr,38,825.41,processed,310.98,Chen Readwood,creadwood5z@elegantthemes.com,2981 Upham Alley,250,245,,31365.58
217,12/11/2020,Rev,3,9.52,pending,377.56,Shannen Kobera,skobera60@spiegel.de,1 Sommers Court,250,246,,28.56
218,3/1/2020,Dr,73,669.3,processed,18.73,Nert Rallings,nrallings61@lycos.com,648 Susan Court,250,247,,48858.9
219,10/7/2021,Rev,21,152.1,refunded,51.76,Natka Addey,naddey62@trellian.com,4864 Oak Valley Road,250,248,,3194.1
220,8/18/2020,Honorable,18,484.1,refunded,117.94,Terra Ficken,tficken63@feedburner.com,00 Waubesa Circle,250,249,,8713.8
221,10/18/2021,Ms,64,998.08,pending,433.61,Sutherland Careswell,scareswell64@networkadvertising.org,419 Kingsford Lane,250,250,,63877.12
222,4/9/2021,Mrs,85,86.39,processed,88.17,Jillene Menicomb,jmenicomb65@netscape.com,81393 Northview Drive,250,251,,7343.15
223,3/30/2020,Ms,19,540.94,pending,48.48,Maxie O'Farrell,mofarrell66@furl.net,429 Dixon Place,250,252,,10277.86
224,12/30/2020,Mrs,4,87.09,pending,306.16,Shawna Hightown,shightown67@wikipedia.org,2 Stoughton Alley,250,253,,348.36
225,8/10/2021,Rev,49,385.5,processed,191.42,Hephzibah Whitworth,hwhitworth68@clickbank.net,995 Valley Edge Circle,250,254,,18889.5
226,10/4/2020,Mrs,45,997.55,refunded,331.71,Gilligan Lillyman,glillyman69@earthlink.net,90569 Sunnyside Plaza,250,255,,44889.75
227,3/5/2020,Mrs,93,766.82,pending,49.39,Ange Kinglesyd,akinglesyd6a@behance.net,03945 Redwing Plaza,250,256,,71314.26
228,2/28/2021,Rev,20,941.03,refunded,65.75,Caesar O'Conor,coconor6b@google.de,629 Wayridge Lane,250,257,,18820.6
229,8/17/2020,Mrs,13,710.37,pending,184.2,Carlos Eskell,ceskell6c@weebly.com,40961 Fair Oaks Junction,250,258,,9234.81
230,2/3/2020,Mr,97,526.89,processed,175.82,Sully Scowen,sscowen6d@xinhuanet.com,113 Bluejay Way,250,259,,51108.33
231,8/6/2020,Mr,61,900.17,pending,381.04,Melodie Pretty,mpretty6e@statcounter.com,0 Orin Court,250,260,,54910.37
232,1/9/2020,Honorable,27,582.63,refunded,49.6,Matthew Broe,mbroe6f@blogs.com,4761 Vernon Center,250,261,,15731.01
233,4/7/2021,Ms,62,814.05,pending,116.95,Cosmo Djurkovic,cdjurkovic6g@edublogs.org,8307 Sullivan Plaza,250,262,,50471.1
234,10/11/2020,Honorable,89,660.96,pending,144.97,Bealle Guthrum,bguthrum6h@mayoclinic.com,1 Old Shore Alley,250,263,,58825.44
235,5/19/2021,Honorable,35,767.67,processed,312.07,Raynell Castanone,rcastanone6i@businessinsider.com,688 Orin Pass,250,264,,26868.45
236,7/6/2021,Rev,23,543.2,pending,231.82,Andrej Whitley,awhitley6j@biglobe.ne.jp,424 Vermont Court,250,265,,12493.6
237,4/23/2020,Dr,59,463.45,pending,155.34,Rodolph Swinbourne,rswinbourne6k@admin.ch,9668 Towne Park,250,266,,27343.55
238,9/2/2020,Mr,16,4.2,pending,336.45,Emmalyn Coalburn,ecoalburn6l@google.fr,91744 Moland Hill,250,267,,67.2
239,8/29/2020,Dr,6,597.85,processed,410.62,Free Biggin,fbiggin6m@mapy.cz,0 Garrison Street,250,268,,3587.1
240,8/3/2021,Mr,94,984.92,processed,67.08,Mordecai Rottcher,mrottcher6n@paypal.com,0 Forest Parkway,250,269,,92582.48
241,7/24/2020,Mr,32,965.8,refunded,416.35,Gran Maestrini,gmaestrini6o@de.vu,198 Bay Trail,250,270,,30905.6
242,4/28/2020,Ms,1,46.6,pending,19.41,Sibby Prince,sprince6p@nyu.edu,212 Buena Vista Plaza,250,271,,46.6
243,11/3/2020,Mrs,55,484.21,processed,494.73,Farlay Lickorish,flickorish6q@pcworld.com,51 Del Mar Hill,250,272,,26631.55
244,1/20/2020,Dr,94,227,refunded,463.26,Dareen Muspratt,dmuspratt6r@elegantthemes.com,3 Gulseth Trail,250,273,,21338
245,4/9/2021,Mr,31,447.25,pending,152.5,Celka Mandres,cmandres6s@163.com,59129 Old Shore Hill,250,274,,13864.75
246,11/10/2021,Dr,17,67.59,refunded,224.24,Flemming MacTrustam,fmactrustam6t@furl.net,1699 Old Gate Terrace,250,275,,1149.03
247,8/22/2020,Dr,59,774.42,processed,39.41,Shandee Insley,sinsley6u@geocities.jp,35 Meadow Ridge Pass,250,276,,45690.78
248,4/24/2020,Honorable,90,280.99,pending,393.18,Zolly Lemin,zlemin6v@g.co,29810 Maywood Place,250,277,,25289.1
249,6/20/2021,Rev,59,338.4,pending,271.66,Raychel Conochie,rconochie6w@columbia.edu,353 Cardinal Way,250,278,,19965.6
250,10/20/2020,Rev,26,69.68,pending,115.57,Allin Belverstone,abelverstone6x@squidoo.com,7062 Sage Terrace,250,279,,1811.68
251,6/27/2021,Dr,88,295.53,pending,33.43,Ahmad Bartholat,abartholat6y@joomla.org,912 Fremont Trail,250,280,,26006.64
252,5/18/2020,Dr,37,563.61,processed,453.04,Lucienne Bockings,lbockings6z@scientificamerican.com,91000 Pearson Lane,250,281,,20853.57
253,1/26/2020,Dr,70,235.74,processed,59.52,Abigail Player,aplayer70@themeforest.net,21296 Ridgeview Place,250,282,,16501.8
254,1/31/2021,Ms,74,946.32,pending,206.38,Boothe Blain,bblain71@seesaa.net,30345 Manitowish Alley,250,283,,70027.68
255,12/23/2021,Mrs,56,939.22,refunded,215.9,Kizzee Doble,kdoble72@un.org,21 International Drive,250,284,,52596.32
256,3/24/2021,Ms,1,133.37,refunded,165.37,Rance Monckman,rmonckman73@wikia.com,39016 Myrtle Pass,250,285,,133.37
257,11/18/2021,Mrs,82,384.94,pending,251.68,Amandy Myles,amyles74@hp.com,9 Elmside Junction,250,286,,31565.08
258,2/27/2020,Honorable,78,982.06,pending,472.65,Concordia Challener,cchallener75@microsoft.com,6879 Tennessee Alley,250,287,,76600.68
259,5/12/2021,Mrs,66,164.33,pending,109.07,Orren Joselson,ojoselson76@msn.com,12 Knutson Way,250,288,,10845.78
260,7/24/2021,Rev,78,570.27,processed,235.77,Angie Faires,afaires77@bbb.org,3747 Lerdahl Court,250,289,,44481.06
261,4/21/2020,Dr,45,108.16,processed,386.87,Ruthanne Pizzey,rpizzey78@newsvine.com,70 Claremont Lane,250,290,,4867.2
262,6/18/2021,Ms,75,809.88,pending,373.99,Patin Messent,pmessent79@comcast.net,7680 Nova Junction,250,291,,60741
263,2/12/2021,Ms,18,397.74,processed,408.23,Ced Leahy,cleahy7a@zimbio.com,780 Eggendart Pass,250,292,,7159.32
264,7/26/2020,Mr,21,277.15,refunded,293.61,Addie Brecon,abrecon7b@delicious.com,0 Derek Junction,250,293,,5820.15
265,3/13/2021,Rev,29,172.12,pending,323.85,Clementina Cannam,ccannam7c@ibm.com,9863 Duke Place,250,294,,4991.48
266,7/18/2020,Honorable,53,942.97,processed,301.22,Alvie Crompton,acrompton7d@zdnet.com,6 Pearson Circle,250,295,,49977.41
267,7/9/2020,Mr,1,5.04,pending,188.85,Marian Brister,mbrister7e@dropbox.com,31 Michigan Alley,250,296,,5.04
268,7/29/2021,Rev,78,11.52,refunded,285.27,Pattin Rodrigo,prodrigo7f@issuu.com,323 Westend Park,250,297,,898.56
269,7/7/2021,Mrs,54,671.11,processed,128.85,Fawnia Stelljes,fstelljes7g@ft.com,338 Clove Way,250,298,,36239.94
270,1/23/2020,Mr,57,663.51,processed,262.91,Carmelina Scardifield,cscardifield7h@yolasite.com,54062 Larry Center,250,299,,37820.07
271,4/27/2021,Rev,57,753.37,refunded,189.35,Beverlie Andreolli,bandreolli7i@trellian.com,3425 Maple Wood Street,250,300,,42942.09
272,3/23/2020,Dr,76,142.73,processed,181.65,Burl Ruttgers,bruttgers7j@home.pl,47602 Ludington Place,250,301,,10847.48
273,8/15/2021,Mr,82,127.87,processed,406.01,Kathryn Frances,kfrances7k@wufoo.com,5890 Clove Drive,250,302,,10485.34
274,10/24/2020,Mrs,42,560.05,refunded,433.52,Donovan Macer,dmacer7l@scribd.com,2 Moose Junction,250,303,,23522.1
275,7/19/2020,Ms,85,469.62,pending,113.51,Bear McKeran,bmckeran7m@marketwatch.com,12 Hagan Lane,250,304,,39917.7
276,3/10/2020,Mr,94,956.59,processed,341.71,Concordia Livsey,clivsey7n@va.gov,7432 Rockefeller Park,250,305,,89919.46
277,3/12/2021,Dr,85,299.4,processed,241.4,Rodrick Phillis,rphillis7o@yale.edu,5579 Caliangt Park,250,306,,25449
278,6/3/2020,Honorable,79,892.23,pending,148.26,Catriona Fairfoot,cfairfoot7p@unicef.org,4912 Welch Crossing,250,307,,70486.17
279,11/19/2021,Ms,17,245.87,refunded,456.43,Euell Wyse,ewyse7q@dell.com,395 Magdeline Crossing,250,308,,4179.79
280,9/1/2020,Rev,79,933.09,pending,264.48,Idette Playford,iplayford7r@wikimedia.org,49861 Alpine Place,250,309,,73714.11
281,6/19/2020,Mr,80,298.85,refunded,393.2,Alfons Lattin,alattin7s@joomla.org,09 Sunbrook Pass,250,310,,23908
282,12/27/2020,Honorable,79,0.41,pending,431.45,Kittie Vannuchi,kvannuchi7t@illinois.edu,660 Northview Trail,250,311,,32.39
283,5/23/2020,Mr,97,730.68,processed,421.14,Chloris Bursell,cbursell7u@51.la,18200 Michigan Circle,250,312,,70875.96
284,9/11/2021,Dr,14,39.11,processed,349.08,Bron Pic,bpic7v@eventbrite.com,75 Fordem Junction,250,313,,547.54
285,8/7/2021,Ms,19,799.93,refunded,488.19,Elisa Cooch,ecooch7w@sina.com.cn,7848 Arrowood Place,250,314,,15198.67
286,6/11/2020,Dr,80,466,refunded,476.66,Allyn Eberlein,aeberlein7x@liveinternet.ru,39429 Westend Alley,250,315,,37280
287,12/28/2020,Mrs,25,176.11,pending,163.4,Rosie Nowaczyk,rnowaczyk7y@free.fr,2123 Ridgeway Park,250,316,,4402.75
288,3/19/2020,Mr,58,522.75,pending,324.75,Howard Moses,hmoses7z@mozilla.org,1 Elka Plaza,250,317,,30319.5
289,3/26/2021,Mrs,63,207.59,refunded,87.37,Rosie Sabatier,rsabatier80@patch.com,1 Larry Plaza,250,318,,13078.17
290,3/21/2021,Rev,38,533.63,processed,290.92,Ida Gleadhall,igleadhall81@mac.com,44 Karstens Trail,250,319,,20277.94
291,3/10/2021,Honorable,68,943.7,refunded,288.34,Ann Licciardiello,alicciardiello82@shop-pro.jp,38290 Dakota Point,250,320,,64171.6
292,10/22/2021,Dr,50,567.34,processed,164.4,Lenette Lodemann,llodemann83@jalbum.net,636 Trailsway Road,250,321,,28367
293,5/20/2020,Mr,71,747.81,refunded,145.22,Gordan Mallebone,gmallebone84@sakura.ne.jp,9 Corscot Place,250,322,,53094.51
294,5/18/2020,Mrs,24,379.16,refunded,451.19,Stacie Orrum,sorrum85@cmu.edu,2 Laurel Road,250,323,,9099.84
295,12/30/2021,Dr,21,119.22,refunded,85.53,Karlen Hopkyns,khopkyns86@addtoany.com,50 Del Mar Center,250,324,,2503.62
296,4/27/2020,Honorable,82,758.75,pending,337.98,Lenard Duignan,lduignan87@netlog.com,06702 Mcguire Court,250,325,,62217.5
297,2/5/2020,Ms,64,832.45,pending,88.45,Ester Deppen,edeppen88@infoseek.co.jp,50145 Mayer Circle,250,326,,53276.8
298,7/13/2021,Mr,50,888.06,processed,486.96,Gusella Armour,garmour89@lycos.com,046 Waubesa Park,250,327,,44403
299,8/28/2020,Mrs,19,185.17,refunded,427.94,Justin Laugherane,jlaugherane8a@narod.ru,5238 Caliangt Trail,250,328,,3518.23
300,11/4/2021,Dr,52,237.64,processed,446.8,Legra Daubeny,ldaubeny8b@mediafire.com,9347 Loftsgordon Center,250,329,,12357.28
301,12/15/2020,Dr,31,517.98,processed,316.97,Caz O'Dunniom,codunniom8c@squidoo.com,50 Mandrake Pass,250,330,,16057.38
302,5/17/2021,Mr,63,925.84,processed,417.45,Amy Kinforth,akinforth8d@miibeian.gov.cn,5616 Scott Street,250,331,,58327.92
303,11/14/2021,Mr,44,483.07,pending,301.08,Becka Jamieson,bjamieson8e@nymag.com,289 Darwin Hill,250,332,,21255.08
304,1/8/2021,Dr,66,310.37,processed,470.5,Sadie Romke,sromke8f@reuters.com,79 Swallow Lane,250,333,,20484.42
305,10/19/2020,Rev,3,373.61,refunded,60.15,Eddie Ianetti,eianetti8g@blogs.com,48 Lunder Court,250,334,,1120.83
306,6/5/2020,Mr,73,61.63,refunded,442.93,Sonnie Denyukin,sdenyukin8h@cbsnews.com,162 Cottonwood Center,250,335,,4498.99
307,2/14/2020,Rev,49,705.69,processed,196.35,Marsha Hanington,mhanington8i@techcrunch.com,9 Texas Point,250,336,,34578.81
308,7/5/2020,Dr,88,885.22,refunded,72.65,Horst Peeter,hpeeter8j@zdnet.com,578 Sutherland Point,250,337,,77899.36
309,8/7/2020,Honorable,19,338,refunded,478.48,Reuven Barbosa,rbarbosa8k@answers.com,41076 Stuart Crossing,250,338,,6422
310,11/5/2020,Mrs,55,639.55,processed,430.22,Kaylyn Daborn,kdaborn8l@oakley.com,47 Nelson Alley,250,339,,35175.25
311,1/29/2020,Dr,53,857.37,refunded,26.49,Tillie Battlestone,tbattlestone8m@house.gov,5651 Carpenter Plaza,250,340,,45440.61
312,8/10/2021,Honorable,16,608.3,pending,461.5,Reider Drinkale,rdrinkale8n@rambler.ru,85 Bluejay Crossing,250,341,,9732.8
313,12/26/2021,Ms,28,563.53,processed,27.76,Barbette Pankethman,bpankethman8o@marriott.com,62499 Porter Plaza,250,342,,15778.84
314,2/24/2021,Rev,21,191.15,pending,249.02,Killian Braundt,kbraundt8p@about.com,442 Fremont Road,250,343,,4014.15
315,12/27/2020,Mrs,83,742.39,processed,275.11,Torry Bensusan,tbensusan8q@prweb.com,1128 Namekagon Circle,250,344,,61618.37
316,12/3/2020,Mrs,19,51.83,pending,103.22,Ros Dunford,rdunford8r@msu.edu,880 Bowman Pass,250,345,,984.77
317,12/19/2020,Honorable,71,830.32,processed,322.97,Les Ancliffe,lancliffe8s@washington.edu,88 Brentwood Trail,250,346,,58952.72
318,8/18/2020,Mr,85,391.2,pending,278.77,Miriam Eilhermann,meilhermann8t@ezinearticles.com,83328 Vahlen Parkway,250,347,,33252
319,1/11/2021,Ms,67,188.26,processed,59.96,Indira Rimington,irimington8u@devhub.com,3120 Continental Circle,250,348,,12613.42
320,5/8/2020,Rev,39,21.56,pending,49.81,Giustina Broker,gbroker8v@google.pl,7056 International Parkway,250,349,,840.84
321,11/20/2021,Mrs,69,412.1,pending,331.55,Ronnie Dobble,rdobble8w@tinyurl.com,1 Melrose Parkway,250,350,,28434.9
322,8/27/2021,Mr,67,510.3,refunded,193.65,Lesya Swinden,lswinden8x@hp.com,8 Bluejay Hill,250,351,,34190.1
323,3/18/2021,Rev,7,928.58,refunded,228.91,Denys Sharples,dsharples8y@flavors.me,95 Bunting Trail,250,352,,6500.06
324,2/9/2021,Mrs,57,352.99,refunded,195.81,Winston Algore,walgore8z@engadget.com,15072 Pawling Alley,250,353,,20120.43
325,3/27/2020,Mrs,13,839.7,refunded,46.33,Deloria De Vuyst,dde90@umich.edu,231 Talmadge Street,250,354,,10916.1
326,4/22/2020,Dr,60,780.93,pending,7.72,Shandee Hulland,shulland91@fc2.com,2273 Prentice Drive,250,355,,46855.8
327,8/1/2020,Dr,90,857.22,pending,142.82,Marquita Quarmby,mquarmby92@ibm.com,93 Dunning Hill,250,356,,77149.8
328,6/29/2021,Mr,53,257.15,refunded,385.35,Zelma Valek,zvalek93@smh.com.au,9 Tony Hill,250,357,,13628.95
329,9/14/2020,Rev,29,1.66,processed,74.16,Heall Oiseau,hoiseau94@cnbc.com,777 Hayes Terrace,250,358,,48.14
330,4/18/2020,Rev,14,249.79,processed,267.47,Hieronymus Goseling,hgoseling95@prlog.org,59537 Bashford Lane,250,359,,3497.06
331,5/8/2021,Honorable,8,282.96,pending,258.47,Aldis Geraldo,ageraldo96@paginegialle.it,974 Becker Terrace,250,360,,2263.68
332,8/18/2021,Honorable,89,231.65,refunded,233.95,Dayle Moulder,dmoulder97@hibu.com,5 Oakridge Point,250,361,,20616.85
333,6/30/2021,Mr,96,901.72,refunded,262.33,Timmie Asquith,tasquith98@wired.com,039 Tennessee Circle,250,362,,86565.12
334,1/2/2020,Dr,18,549.3,refunded,444.47,Linet Prahl,lprahl99@about.me,9760 Golf Course Hill,250,363,,9887.4
335,2/15/2020,Honorable,65,79.59,processed,474.56,Bonita Paxforde,bpaxforde9a@dyndns.org,1 Blackbird Parkway,250,364,,5173.35
336,3/26/2020,Mr,88,423.2,processed,212.4,Lyle Baswall,lbaswall9b@ebay.com,1 Westridge Point,250,365,,37241.6
337,12/29/2021,Ms,40,864.65,refunded,11.44,Merrie Anstis,manstis9c@canalblog.com,3 Dixon Drive,250,366,,34586
338,9/19/2021,Honorable,65,460.4,pending,298.03,Hinda Wayon,hwayon9d@google.com.br,7 Meadow Vale Center,250,367,,29926
339,7/24/2020,Rev,42,688.54,refunded,236.75,Amby Skillanders,askillanders9e@ftc.gov,8443 Myrtle Place,250,368,,28918.68
340,4/24/2021,Ms,54,694.54,processed,50.45,Stinky Kristiansen,skristiansen9f@simplemachines.org,79502 Declaration Avenue,250,369,,37505.16
341,10/16/2020,Dr,70,871.04,pending,381.52,Melania Nolin,mnolin9g@dropbox.com,5299 Doe Crossing Crossing,250,370,,60972.8
342,8/22/2021,Mrs,92,811.74,refunded,364.76,Morry Walden,mwalden9h@w3.org,0 Riverside Crossing,250,371,,74680.08
343,12/3/2020,Honorable,40,246.99,pending,327.29,Dolli Kirby,dkirby9i@elegantthemes.com,9 Corry Hill,250,372,,9879.6
344,7/3/2021,Rev,52,672.41,refunded,248.87,Emelen Sollars,esollars9j@wired.com,0 Boyd Way,250,373,,34965.32
345,5/7/2021,Rev,29,930.73,refunded,366.58,Kandace Dunks,kdunks9k@goo.ne.jp,9533 Coleman Lane,250,374,,26991.17
346,8/11/2020,Ms,12,529.87,processed,352.03,Hamid Sweynson,hsweynson9l@eepurl.com,85847 Cherokee Road,250,375,,6358.44
347,12/4/2021,Mrs,31,129.81,refunded,358.07,Aryn Witherow,awitherow9m@geocities.jp,2 American Ash Court,250,376,,4024.11
348,12/4/2020,Honorable,76,735.55,processed,197.22,Benji Byford,bbyford9n@pagesperso-orange.fr,71 Mcguire Street,250,377,,55901.8
349,8/17/2020,Dr,80,493.24,refunded,224.05,Harmon Martusov,hmartusov9o@delicious.com,635 Crescent Oaks Junction,250,378,,39459.2
350,2/15/2021,Mr,96,604.19,processed,135.28,Margaretha Peebles,mpeebles9p@ibm.com,4510 Barby Pass,250,379,,58002.24
351,1/15/2020,Mr,73,972.57,refunded,32.16,Alexio Silverwood,asilverwood9q@usa.gov,47 Namekagon Junction,250,380,,70997.61
352,3/16/2021,Ms,28,66.68,processed,236.54,Erika Torrance,etorrance9r@foxnews.com,25531 Elgar Place,250,381,,1867.04
353,10/13/2020,Rev,52,587.97,refunded,75.55,Garik Osanne,gosanne9s@myspace.com,1 Eastlawn Crossing,250,382,,30574.44
354,5/18/2021,Mrs,28,506.63,refunded,13.38,Elfrieda Dealey,edealey9t@yandex.ru,5 Brown Lane,250,383,,14185.64
355,4/26/2020,Dr,73,246.51,pending,350.94,Reeba Manilove,rmanilove9u@omniture.com,531 Hauk Terrace,250,384,,17995.23
356,10/4/2021,Dr,100,777.78,refunded,426.02,Sharleen Errington,serrington9v@irs.gov,2820 Banding Pass,250,385,,77778
357,1/13/2020,Dr,72,890.44,refunded,26.75,Osborn Ratray,oratray9w@businesswire.com,892 Hansons Center,250,386,,64111.68
358,10/11/2020,Ms,58,283.1,pending,351.81,Isidor Cockerham,icockerham9x@php.net,39742 Orin Center,250,387,,16419.8
359,7/5/2020,Ms,56,868.86,pending,215.2,Crysta Camoys,ccamoys9y@indiatimes.com,6 Grim Alley,250,388,,48656.16
360,6/20/2020,Dr,7,266.86,processed,283.5,Weston Newbery,wnewbery9z@columbia.edu,2 Merry Junction,250,389,,1868.02
361,8/26/2021,Rev,60,827.65,pending,54.9,Vaughn Pitford,vpitforda0@unicef.org,73 Meadow Ridge Plaza,250,390,,49659
362,7/19/2020,Ms,12,165.45,refunded,72.73,Skylar Toye,stoyea1@globo.com,374 Susan Parkway,250,391,,1985.4
363,11/3/2021,Mrs,39,410.21,pending,225.56,Jolene Caygill,jcaygilla2@shinystat.com,858 Pine View Parkway,250,392,,15998.19
364,9/19/2020,Mr,80,200.43,processed,362.71,Celestia Alenin,calenina3@mozilla.com,27 Little Fleur Crossing,250,393,,16034.4
365,4/30/2021,Mrs,47,842.36,processed,240.11,Zacharias Dubose,zdubosea4@list-manage.com,47 Gerald Road,250,394,,39590.92
366,6/9/2021,Mrs,2,623.26,pending,73.66,Webster Jinkin,wjinkina5@theglobeandmail.com,625 Bayside Circle,250,395,,1246.52
367,5/6/2021,Mr,95,780.39,refunded,108.09,Arlinda Silverton,asilvertona6@bbb.org,61211 Judy Lane,250,396,,74137.05
368,6/3/2021,Ms,66,809.59,refunded,336.15,Martita Farlowe,mfarlowea7@tripadvisor.com,98137 Sugar Pass,250,397,,53432.94
369,2/19/2021,Rev,17,896.2,refunded,427.62,Lona Spackman,lspackmana8@dell.com,864 7th Center,250,398,,15235.4
370,10/7/2021,Honorable,36,78.39,refunded,59.52,Aldis Neilly,aneillya9@free.fr,0100 Sunnyside Lane,250,399,,2822.04
371,7/18/2021,Mrs,76,419.86,processed,332.66,Dev Bartocci,dbartocciaa@aol.com,0751 Surrey Drive,250,400,,31909.36
372,10/7/2020,Ms,81,106.14,processed,272.95,Christy Pimblott,cpimblottab@addtoany.com,770 Coleman Junction,250,401,,8597.34
373,1/14/2020,Mrs,64,459.14,pending,390,Manny Rosnau,mrosnauac@fc2.com,8 Lukken Parkway,250,402,,29384.96
374,9/12/2020,Mrs,99,614.14,pending,240.02,Rhody Beaston,rbeastonad@surveymonkey.com,364 Stone Corner Park,250,403,,60799.86
375,3/20/2020,Mrs,60,449.59,processed,337.45,Dougy Giacopelo,dgiacopeloae@amazon.com,35 Dexter Crossing,250,404,,26975.4
376,12/19/2021,Mr,83,645.39,processed,479.09,Jori Routham,jrouthamaf@theguardian.com,68 Northland Drive,250,405,,53567.37
377,7/24/2021,Ms,22,367.1,refunded,28.25,Rheba Elvey,relveyag@last.fm,0 Logan Way,250,406,,8076.2
378,12/13/2021,Mr,84,26.17,refunded,127.11,Bambi Ballam,bballamah@google.de,0 Kinsman Alley,250,407,,2198.28
379,5/24/2021,Mrs,8,863.77,refunded,467.44,Cymbre Decruse,cdecruseai@eventbrite.com,884 Upham Point,250,408,,6910.16
380,2/21/2020,Ms,41,658.43,pending,364.18,Ellswerth Kenington,ekeningtonaj@qq.com,2 Clyde Gallagher Point,250,409,,26995.63
381,1/23/2020,Rev,10,920.44,pending,195.59,Tandi Riseley,triseleyak@weibo.com,42 Cordelia Hill,250,410,,9204.4
382,8/7/2021,Mr,74,494.36,pending,205.19,Athena Denham,adenhamal@tiny.cc,740 Schmedeman Circle,250,411,,36582.64
383,4/27/2021,Rev,3,693.22,processed,271.17,Omar Deluca,odelucaam@soundcloud.com,17 Namekagon Park,250,412,,2079.66
384,2/6/2021,Rev,97,146.87,pending,76.84,Jasmine Benmore,jbenmorean@apache.org,39941 Sommers Court,250,413,,14246.39
385,9/9/2021,Dr,95,675.84,pending,0.94,Tabbatha St. Clair,tstao@stumbleupon.com,12 Reinke Hill,250,414,,64204.8
386,12/5/2020,Mrs,23,384.95,refunded,472.67,Julietta Uglow,juglowap@weather.com,9373 Southridge Road,250,415,,8853.85
387,5/25/2020,Mrs,93,390.66,refunded,48.62,Julienne Bricham,jbrichamaq@canalblog.com,408 Springs Center,250,416,,36331.38
388,5/10/2021,Honorable,28,220.75,processed,388.32,Brinn McPhater,bmcphaterar@seattletimes.com,6637 2nd Park,250,417,,6181
389,12/29/2021,Dr,53,522.1,pending,410.68,Peter Izakson,pizaksonas@instagram.com,07298 Division Trail,250,418,,27671.3
390,11/18/2021,Rev,66,908.28,refunded,359.89,Cort Capewell,ccapewellat@istockphoto.com,20 Transport Drive,250,419,,59946.48
391,7/13/2020,Rev,24,264.13,pending,125.22,Jammal Warriner,jwarrinerau@spotify.com,46934 Anderson Place,250,420,,6339.12
392,12/17/2021,Honorable,77,249.45,processed,372.12,Johann Turpie,jturpieav@gravatar.com,14639 Montana Road,250,421,,19207.65
393,5/15/2020,Ms,55,456.18,refunded,357.99,Leland Avory,lavoryaw@newsvine.com,8981 Tony Pass,250,422,,25089.9
394,11/6/2021,Mr,82,619.77,refunded,327.88,Jaquenetta Twiddy,jtwiddyax@sina.com.cn,3 Hallows Junction,250,423,,50821.14
395,5/26/2021,Rev,36,488.85,pending,237.43,Inessa Ickovitz,iickovitzay@businessweek.com,9 Melody Plaza,250,424,,17598.6
396,2/1/2020,Ms,11,214.34,pending,385.49,Rossie Harget,rhargetaz@sitemeter.com,12 Judy Lane,250,425,,2357.74
397,2/3/2020,Mrs,7,995.75,processed,327.2,Cacilia Keepe,ckeepeb0@huffingtonpost.com,30 Di Loreto Road,250,426,,6970.25
